run,model,train_size,fit,predict,score
2,LR,0.2,0.003923892974853516,4.982948303222656e-05,0.611111111111111
2,SVM,0.2,0.0004868507385253906,6.914138793945312e-05,0.3385964912280702
2,MNB,0.2,0.0002880096435546875,3.886222839355469e-05,0.611111111111111
2,DT,0.2,0.0002040863037109375,5.984306335449219e-05,0.41773504273504275
2,RF,0.2,0.03710007667541504,0.002810955047607422,0.5761904761904763
2,KNN,0.2,0.00012803077697753906,0.0004987716674804688,0.2608187134502924
2,BC,0.2,0.0005021095275878906,0.0005707740783691406,0.611111111111111
2,LR,0.3,0.00454401969909668,3.886222839355469e-05,0.4523809523809524
2,SVM,0.3,0.0005090236663818359,7.295608520507812e-05,0.4126984126984127
2,MNB,0.3,0.0002810955047607422,3.7670135498046875e-05,0.5238095238095238
2,DT,0.3,0.0002079010009765625,6.127357482910156e-05,0.43809523809523804
2,RF,0.3,0.03755593299865723,0.0028879642486572266,0.5
2,KNN,0.3,0.00014090538024902344,0.0004839897155761719,0.42857142857142855
2,BC,0.3,0.0004982948303222656,0.0005519390106201172,0.4761904761904762
2,LR,0.4,0.0046939849853515625,3.814697265625e-05,0.6536796536796537
2,SVM,0.4,0.0006031990051269531,8.20159912109375e-05,0.5040197897340754
2,MNB,0.4,0.0002942085266113281,4.076957702636719e-05,0.6536796536796537
2,DT,0.4,0.00036406517028808594,7.987022399902344e-05,0.7619047619047619
2,RF,0.4,0.037931203842163086,0.003153085708618164,0.7380952380952381
2,KNN,0.4,0.00018405914306640625,0.0005519390106201172,0.6298701298701299
2,BC,0.4,0.0005602836608886719,0.0006008148193359375,0.7551020408163265
2,LR,0.5,0.005259037017822266,4.482269287109375e-05,0.9047619047619048
2,SVM,0.5,0.0007181167602539062,9.489059448242188e-05,0.836734693877551
2,MNB,0.5,0.00033211708068847656,4.100799560546875e-05,0.9238095238095239
2,DT,0.5,0.00037097930908203125,7.081031799316406e-05,0.5714285714285714
2,RF,0.5,0.03834199905395508,0.0029659271240234375,0.9047619047619048
2,KNN,0.5,0.0001590251922607422,0.0005118846893310547,0.45578231292517
2,BC,0.5,0.0005519390106201172,0.0005891323089599609,0.8285714285714285
2,LR,0.6,0.005342006683349609,3.790855407714844e-05,0.9292929292929294
2,SVM,0.6,0.00072479248046875,9.417533874511719e-05,0.7012987012987013
2,MNB,0.6,0.00031113624572753906,3.814697265625e-05,0.7848484848484848
2,DT,0.6,0.00023984909057617188,6.008148193359375e-05,1.0
2,RF,0.6,0.038777828216552734,0.0028810501098632812,0.9111111111111111
2,KNN,0.6,0.00014209747314453125,0.0005049705505371094,0.7848484848484848
2,BC,0.6,0.0005719661712646484,0.0005640983581542969,0.9346405228758171
2,LR,0.7,0.00734400749206543,5.0067901611328125e-05,0.8476190476190476
2,SVM,0.7,0.0007729530334472656,0.000102996826171875,0.8476190476190476
2,MNB,0.7,0.00032591819763183594,3.886222839355469e-05,0.8476190476190476
2,DT,0.7,0.00024390220642089844,6.127357482910156e-05,0.8367346938775511
2,RF,0.7,0.03874993324279785,0.003058195114135742,1.0
2,KNN,0.7,0.0001621246337890625,0.0005428791046142578,0.7986394557823129
2,BC,0.7,0.0005481243133544922,0.0005297660827636719,0.8441558441558442
2,LR,0.8,0.007714033126831055,5.0067901611328125e-05,0.8285714285714285
2,SVM,0.8,0.0008780956268310547,0.00011491775512695312,0.6857142857142857
2,MNB,0.8,0.0003371238708496094,3.886222839355469e-05,0.8285714285714285
2,DT,0.8,0.00025916099548339844,5.984306335449219e-05,0.9111111111111111
2,RF,0.8,0.0384521484375,0.0029897689819335938,0.8285714285714285
2,KNN,0.8,0.00015997886657714844,0.0005590915679931641,0.9111111111111111
2,BC,0.8,0.0006117820739746094,0.0006158351898193359,0.9111111111111111
2,LR,0.9,0.006695985794067383,5.1975250244140625e-05,0.7482993197278912
2,SVM,0.9,0.0009050369262695312,0.0001087188720703125,0.6768707482993197
2,MNB,0.9,0.00035262107849121094,4.124641418457031e-05,0.7482993197278912
2,DT,0.9,0.00026416778564453125,6.198883056640625e-05,0.7482993197278912
2,RF,0.9,0.03872275352478027,0.002857208251953125,0.6244897959183674
2,KNN,0.9,0.000141143798828125,0.0005168914794921875,0.6244897959183674
2,BC,0.9,0.0005309581756591797,0.0005328655242919922,0.6400742115027829
2,LR,1.0,0.007762908935546875,3.886222839355469e-05,0.6481481481481481
2,SVM,1.0,0.0009441375732421875,0.0001201629638671875,0.48412698412698413
2,MNB,1.0,0.0004448890686035156,4.792213439941406e-05,0.6481481481481481
2,DT,1.0,0.0003101825714111328,6.771087646484375e-05,0.611111111111111
2,RF,1.0,0.03857922554016113,0.002844095230102539,0.9111111111111111
2,KNN,1.0,0.00015401840209960938,0.0005161762237548828,0.6481481481481481
2,BC,1.0,0.0005431175231933594,0.0005269050598144531,0.7690821256038648
3,LR,0.1,0.002248048782348633,4.601478576660156e-05,0.40277777777777773
3,SVM,0.1,0.0004379749298095703,6.079673767089844e-05,0.40277777777777773
3,MNB,0.1,0.0002627372741699219,3.719329833984375e-05,0.40740740740740744
3,DT,0.1,0.00019216537475585938,5.984306335449219e-05,0.373015873015873
3,RF,0.1,0.036794185638427734,0.0027740001678466797,0.39365079365079364
3,KNN,0.1,0.00012683868408203125,0.0004711151123046875,0.3816239316239316
3,BC,0.1,0.0004799365997314453,0.0005581378936767578,0.40277777777777773
3,LR,0.2,0.0036809444427490234,4.57763671875e-05,0.3271978021978022
3,SVM,0.2,0.0004870891571044922,6.794929504394531e-05,0.31020408163265306
3,MNB,0.2,0.0002880096435546875,3.886222839355469e-05,0.38775510204081637
3,DT,0.2,0.00021076202392578125,6.29425048828125e-05,0.43564213564213566
3,RF,0.2,0.03656291961669922,0.0027468204498291016,0.3355311355311355
3,KNN,0.2,0.0001239776611328125,0.00046825408935546875,0.3032967032967033
3,BC,0.2,0.0004811286926269531,0.0005719661712646484,0.6650175221603793
3,LR,0.3,0.004415988922119141,3.790855407714844e-05,0.6666666666666666
3,SVM,0.3,0.0005257129669189453,7.82012939453125e-05,0.48148148148148145
3,MNB,0.3,0.00028395652770996094,3.790855407714844e-05,0.5625
3,DT,0.3,0.00020885467529296875,5.91278076171875e-05,0.7666666666666666
3,RF,0.3,0.03658318519592285,0.0027511119842529297,0.6666666666666666
3,KNN,0.3,0.0001251697540283203,0.0004718303680419922,0.48484848484848486
3,BC,0.3,0.0004911422729492188,0.0005748271942138672,0.6666666666666666
3,LR,0.4,0.0045948028564453125,3.790855407714844e-05,0.611111111111111
3,SVM,0.4,0.0005881786346435547,8.487701416015625e-05,0.4292929292929293
3,MNB,0.4,0.00029277801513671875,3.790855407714844e-05,0.47619047619047616
3,DT,0.4,0.00022101402282714844,5.984306335449219e-05,0.7633333333333333
3,RF,0.4,0.03763413429260254,0.002902984619140625,0.736111111111111
3,KNN,0.4,0.00015091896057128906,0.0005178451538085938,0.7777777777777777
3,BC,0.4,0.0006279945373535156,0.0005750656127929688,0.8095238095238096
3,LR,0.5,0.00588679313659668,4.00543212890625e-05,0.9238095238095237
3,SVM,0.5,0.0006399154663085938,8.821487426757812e-05,0.8201680672268907
3,MNB,0.5,0.00032210350036621094,4.1961669921875e-05,0.9238095238095239
3,DT,0.5,0.000431060791015625,5.91278076171875e-05,0.7714285714285715
3,RF,0.5,0.03820395469665527,0.0029387474060058594,1.0
3,KNN,0.5,0.00014495849609375,0.000492095947265625,0.7142857142857143
3,BC,0.5,0.0005271434783935547,0.0005466938018798828,1.0
3,LR,0.6,0.0067059993743896484,4.792213439941406e-05,1.0
3,SVM,0.6,0.0007719993591308594,0.00010800361633300781,1.0
3,MNB,0.6,0.0003170967102050781,3.886222839355469e-05,0.7999999999999999
3,DT,0.6,0.0002658367156982422,6.103515625e-05,1.0
3,RF,0.6,0.03831028938293457,0.002839803695678711,1.0
3,KNN,0.6,0.00013589859008789062,0.0004999637603759766,0.7999999999999999
3,BC,0.6,0.0004949569702148438,0.0005800724029541016,1.0
3,LR,0.7,0.007133960723876953,3.886222839355469e-05,0.9365079365079366
3,SVM,0.7,0.0007331371307373047,9.799003601074219e-05,0.8412698412698413
3,MNB,0.7,0.0003159046173095703,3.910064697265625e-05,0.8412698412698413
3,DT,0.7,0.0002377033233642578,6.127357482910156e-05,0.738095238095238
3,RF,0.7,0.03799295425415039,0.0028409957885742188,0.8285714285714285
3,KNN,0.7,0.0001628398895263672,0.0006620883941650391,0.7222222222222223
3,BC,0.7,0.000537872314453125,0.0005812644958496094,0.7761904761904762
3,LR,0.8,0.0064618587493896484,3.790855407714844e-05,1.0
3,SVM,0.8,0.0008640289306640625,0.00010704994201660156,1.0
3,MNB,0.8,0.00033783912658691406,4.100799560546875e-05,0.9444444444444444
3,DT,0.8,0.0003609657287597656,8.106231689453125e-05,0.6666666666666666
3,RF,0.8,0.039988040924072266,0.0031349658966064453,1.0
3,KNN,0.8,0.0001952648162841797,0.0005679130554199219,1.0
3,BC,0.8,0.0005791187286376953,0.0005817413330078125,1.0
3,LR,0.9,0.006963968276977539,6.198883056640625e-05,0.8277777777777778
3,SVM,0.9,0.001155853271484375,0.00015616416931152344,0.8277777777777778
3,MNB,0.9,0.0004038810729980469,4.315376281738281e-05,0.8277777777777778
3,DT,0.9,0.0002899169921875,6.413459777832031e-05,0.911111111111111
3,RF,0.9,0.04105782508850098,0.0029091835021972656,0.8277777777777778
3,KNN,0.9,0.00016427040100097656,0.0005707740783691406,0.7777777777777777
3,BC,0.9,0.0005807876586914062,0.0005810260772705078,0.9111111111111111
3,LR,1.0,0.007285118103027344,5.2928924560546875e-05,0.780952380952381
3,SVM,1.0,0.001033782958984375,0.00012230873107910156,0.7095238095238096
3,MNB,1.0,0.0003609657287597656,4.100799560546875e-05,0.780952380952381
3,DT,1.0,0.00033092498779296875,7.009506225585938e-05,0.7380952380952381
3,RF,1.0,0.03961181640625,0.0028760433197021484,0.8571428571428571
3,KNN,1.0,0.00016689300537109375,0.0005640983581542969,0.6653061224489795
3,BC,1.0,0.0005640983581542969,0.0005581378936767578,0.8011204481792717
4,LR,0.1,0.0034189224243164062,4.00543212890625e-05,0.5821371610845295
4,SVM,0.1,0.00045680999755859375,6.222724914550781e-05,0.3637566137566138
4,MNB,0.1,0.0002732276916503906,3.790855407714844e-05,0.5821371610845295
4,DT,0.1,0.0002028942108154297,6.222724914550781e-05,0.49126984126984125
4,RF,0.1,0.03840899467468262,0.0030279159545898438,0.5648148148148148
4,KNN,0.1,0.00013494491577148438,0.0004761219024658203,0.04081632653061224
4,BC,0.1,0.0004978179931640625,0.0005571842193603516,0.5578947368421052
4,LR,0.2,0.004058122634887695,8.392333984375e-05,1.0
4,SVM,0.2,0.0005643367767333984,7.081031799316406e-05,0.6
4,MNB,0.2,0.0003058910369873047,4.124641418457031e-05,0.6666666666666667
4,DT,0.2,0.0002181529998779297,6.508827209472656e-05,0.6666666666666667
4,RF,0.2,0.038455963134765625,0.003061056137084961,1.0
4,KNN,0.2,0.00013685226440429688,0.0004909038543701172,0.5142857142857143
4,BC,0.2,0.0004947185516357422,0.0005571842193603516,1.0
4,LR,0.3,0.004808187484741211,4.601478576660156e-05,0.8222222222222223
4,SVM,0.3,0.0005438327789306641,7.891654968261719e-05,0.6458333333333334
4,MNB,0.3,0.0002932548522949219,3.981590270996094e-05,0.8222222222222223
4,DT,0.3,0.00022125244140625,5.984306335449219e-05,0.7999999999999999
4,RF,0.3,0.03676199913024902,0.0027761459350585938,0.7777777777777777
4,KNN,0.3,0.000125885009765625,0.00047516822814941406,0.6333333333333333
4,BC,0.3,0.0005230903625488281,0.0005729198455810547,0.8222222222222223
4,LR,0.4,0.004917144775390625,3.790855407714844e-05,0.5950715950715951
4,SVM,0.4,0.0005540847778320312,8.0108642578125e-05,0.3559423769507803
4,MNB,0.4,0.00029087066650390625,3.790855407714844e-05,0.4523809523809524
4,DT,0.4,0.00020575523376464844,6.127357482910156e-05,0.7551020408163265
4,RF,0.4,0.036875009536743164,0.0027930736541748047,0.6060606060606061
4,KNN,0.4,0.00012683868408203125,0.00047016143798828125,0.35714285714285715
4,BC,0.4,0.0004601478576660156,0.0005278587341308594,1.0
4,LR,0.5,0.005450010299682617,3.790855407714844e-05,0.7638888888888888
4,SVM,0.5,0.0006530284881591797,9.608268737792969e-05,0.5595238095238095
4,MNB,0.5,0.0002989768981933594,3.886222839355469e-05,0.7638888888888888
4,DT,0.5,0.00022673606872558594,6.008148193359375e-05,0.8027777777777779
4,RF,0.5,0.03756213188171387,0.002827882766723633,0.7638888888888888
4,KNN,0.5,0.0001399517059326172,0.0005178451538085938,0.5404040404040404
4,BC,0.5,0.0005478858947753906,0.0005710124969482422,0.7638888888888888
4,LR,0.6,0.006148099899291992,3.981590270996094e-05,0.7999999999999999
4,SVM,0.6,0.0006692409515380859,8.988380432128906e-05,0.7111111111111111
4,MNB,0.6,0.0003910064697265625,5.2928924560546875e-05,0.7999999999999999
4,DT,0.6,0.00027680397033691406,6.198883056640625e-05,0.7999999999999999
4,RF,0.6,0.03799295425415039,0.0028569698333740234,0.7999999999999999
4,KNN,0.6,0.0001342296600341797,0.0004899501800537109,0.7999999999999999
4,BC,0.6,0.0005056858062744141,0.0005860328674316406,0.7999999999999999
4,LR,0.7,0.0063397884368896484,5.2928924560546875e-05,0.6666666666666666
4,SVM,0.7,0.0008471012115478516,0.00011610984802246094,0.6666666666666666
4,MNB,0.7,0.00032401084899902344,3.886222839355469e-05,0.6666666666666666
4,DT,0.7,0.00025081634521484375,6.103515625e-05,0.7777777777777778
4,RF,0.7,0.0376279354095459,0.002777099609375,0.6666666666666666
4,KNN,0.7,0.00013303756713867188,0.000492095947265625,0.7777777777777778
4,BC,0.7,0.0005140304565429688,0.0005331039428710938,1.0
4,LR,0.8,0.006972789764404297,3.695487976074219e-05,0.8648148148148148
4,SVM,0.8,0.0007970333099365234,0.00010514259338378906,0.6494331065759636
4,MNB,0.8,0.0003199577331542969,3.886222839355469e-05,0.8092592592592593
4,DT,0.8,0.00024509429931640625,6.127357482910156e-05,0.9206349206349208
4,RF,0.8,0.03735995292663574,0.002774953842163086,0.925925925925926
4,KNN,0.8,0.00013303756713867188,0.0004849433898925781,0.6494331065759636
4,BC,0.8,0.0005099773406982422,0.0005218982696533203,0.925925925925926
4,LR,0.9,0.006637096405029297,3.7670135498046875e-05,0.8095238095238095
4,SVM,0.9,0.0008568763732910156,0.00011301040649414062,0.8095238095238095
4,MNB,0.9,0.000331878662109375,3.910064697265625e-05,0.8095238095238095
4,DT,0.9,0.0002510547637939453,5.8650970458984375e-05,0.9206349206349206
4,RF,0.9,0.03857088088989258,0.002836942672729492,0.8095238095238095
4,KNN,0.9,0.00014209747314453125,0.0005228519439697266,0.6285714285714287
4,BC,0.9,0.0007989406585693359,0.0005502700805664062,0.8095238095238095
4,LR,1.0,0.0068128108978271484,4.8160552978515625e-05,0.8095238095238094
4,SVM,1.0,0.0010571479797363281,0.00011873245239257812,0.8095238095238094
4,MNB,1.0,0.00034308433532714844,3.886222839355469e-05,0.7605442176870748
4,DT,1.0,0.0002970695495605469,6.699562072753906e-05,0.7605442176870748
4,RF,1.0,0.03888297080993652,0.002899169921875,0.8095238095238094
4,KNN,1.0,0.00014901161193847656,0.0005240440368652344,0.7605442176870748
4,BC,1.0,0.0005240440368652344,0.0005338191986083984,0.8095238095238094
5,LR,0.1,0.002939939498901367,3.790855407714844e-05,0.23412698412698413
5,SVM,0.1,0.00043082237243652344,5.817413330078125e-05,0.18095238095238098
5,MNB,0.1,0.0002601146697998047,3.695487976074219e-05,0.2857142857142857
5,DT,0.1,0.00018286705017089844,5.91278076171875e-05,0.17687074829931973
5,RF,0.1,0.036618947982788086,0.002753019332885742,0.2857142857142857
5,KNN,0.1,0.00011396408081054688,0.0004470348358154297,0.1103448275862069
5,BC,0.1,0.00042819976806640625,0.0005617141723632812,0.2857142857142857
5,LR,0.2,0.003568887710571289,3.719329833984375e-05,0.5442176870748299
5,SVM,0.2,0.00045108795166015625,6.389617919921875e-05,0.22164502164502167
5,MNB,0.2,0.00026607513427734375,3.719329833984375e-05,0.48095238095238096
5,DT,0.2,0.0001862049102783203,5.888938903808594e-05,0.5162907268170426
5,RF,0.2,0.037130117416381836,0.0028858184814453125,0.41666666666666663
5,KNN,0.2,0.00014829635620117188,0.00048804283142089844,0.23401360544217686
5,BC,0.2,0.00047016143798828125,0.0005528926849365234,0.5680272108843537
5,LR,0.3,0.003968000411987305,3.719329833984375e-05,0.753968253968254
5,SVM,0.3,0.0005290508270263672,7.891654968261719e-05,0.5854700854700855
5,MNB,0.3,0.0004551410675048828,4.076957702636719e-05,0.753968253968254
5,DT,0.3,0.00024390220642089844,6.198883056640625e-05,0.4920634920634921
5,RF,0.3,0.03798699378967285,0.0028371810913085938,0.753968253968254
5,KNN,0.3,0.00012993812561035156,0.00048804283142089844,0.3686868686868687
5,BC,0.3,0.0005090236663818359,0.0005550384521484375,0.8194444444444445
5,LR,0.4,0.0059740543365478516,4.00543212890625e-05,0.6666666666666667
5,SVM,0.4,0.0006258487701416016,8.511543273925781e-05,0.5894736842105264
5,MNB,0.4,0.00030493736267089844,4.00543212890625e-05,0.6666666666666667
5,DT,0.4,0.0002942085266113281,7.104873657226562e-05,0.625
5,RF,0.4,0.03728508949279785,0.0028460025787353516,0.656140350877193
5,KNN,0.4,0.00013399124145507812,0.0004899501800537109,0.6
5,BC,0.4,0.0005052089691162109,0.0005779266357421875,0.75
5,LR,0.5,0.005300998687744141,3.6716461181640625e-05,0.7420634920634921
5,SVM,0.5,0.0005908012390136719,8.702278137207031e-05,0.5555555555555555
5,MNB,0.5,0.0002989768981933594,3.6716461181640625e-05,0.6777777777777777
5,DT,0.5,0.0002129077911376953,5.888938903808594e-05,0.5238095238095238
5,RF,0.5,0.037539005279541016,0.002862215042114258,0.7261904761904763
5,KNN,0.5,0.0001480579376220703,0.0005059242248535156,0.4693877551020408
5,BC,0.5,0.0005221366882324219,0.0005519390106201172,0.4931972789115647
5,LR,0.6,0.005454063415527344,4.100799560546875e-05,0.8367346938775511
5,SVM,0.6,0.0006768703460693359,9.012222290039062e-05,0.8367346938775511
5,MNB,0.6,0.0003142356872558594,3.981590270996094e-05,0.8367346938775511
5,DT,0.6,0.00023508071899414062,5.888938903808594e-05,0.8095238095238094
5,RF,0.6,0.038704872131347656,0.0028810501098632812,0.8367346938775511
5,KNN,0.6,0.0001380443572998047,0.0005140304565429688,0.673469387755102
5,BC,0.6,0.0007700920104980469,0.0006330013275146484,0.8367346938775511
5,LR,0.7,0.006396293640136719,3.981590270996094e-05,0.611111111111111
5,SVM,0.7,0.0010080337524414062,0.00010776519775390625,0.611111111111111
5,MNB,0.7,0.0003383159637451172,3.981590270996094e-05,0.611111111111111
5,DT,0.7,0.0002541542053222656,6.079673767089844e-05,0.5238095238095238
5,RF,0.7,0.03908228874206543,0.0030667781829833984,0.611111111111111
5,KNN,0.7,0.00019097328186035156,0.0005371570587158203,0.7777777777777777
5,BC,0.7,0.0005908012390136719,0.0006251335144042969,0.6666666666666666
5,LR,0.8,0.007748126983642578,4.696846008300781e-05,0.9206349206349208
5,SVM,0.8,0.0008950233459472656,0.00011396408081054688,0.9206349206349208
5,MNB,0.8,0.00036716461181640625,4.100799560546875e-05,0.9206349206349208
5,DT,0.8,0.0003669261932373047,7.677078247070312e-05,0.7999999999999999
5,RF,0.8,0.03910183906555176,0.002947092056274414,1.0
5,KNN,0.8,0.0001590251922607422,0.0005431175231933594,0.888888888888889
5,BC,0.8,0.0005590915679931641,0.0005772113800048828,0.9371980676328503
5,LR,0.9,0.007946014404296875,4.00543212890625e-05,0.7371794871794872
5,SVM,0.9,0.0008380413055419922,0.0001087188720703125,0.5318681318681319
5,MNB,0.9,0.00032901763916015625,3.933906555175781e-05,0.5318681318681319
5,DT,0.9,0.00025200843811035156,6.008148193359375e-05,0.7261904761904763
5,RF,0.9,0.03867292404174805,0.0029871463775634766,0.75
5,KNN,0.9,0.00017213821411132812,0.0005266666412353516,0.5318681318681319
5,BC,0.9,0.0005750656127929688,0.0005631446838378906,0.6928571428571427
5,LR,1.0,0.0073680877685546875,4.00543212890625e-05,0.8285714285714285
5,SVM,1.0,0.0009829998016357422,0.00011897087097167969,0.7142857142857143
5,MNB,1.0,0.00035500526428222656,4.00543212890625e-05,0.7142857142857143
5,DT,1.0,0.0004241466522216797,7.891654968261719e-05,0.8285714285714285
5,RF,1.0,0.038307905197143555,0.002825021743774414,0.8285714285714285
5,KNN,1.0,0.00015091896057128906,0.0005209445953369141,0.7142857142857143
5,BC,1.0,0.0005810260772705078,0.0005681514739990234,1.0
6,LR,0.1,0.002936840057373047,8.58306884765625e-05,0.44000000000000006
6,SVM,0.1,0.00045108795166015625,6.008148193359375e-05,0.44000000000000006
6,MNB,0.1,0.0002720355987548828,3.790855407714844e-05,0.44000000000000006
6,DT,0.1,0.00019407272338867188,5.698204040527344e-05,0.3611111111111111
6,RF,0.1,0.036981821060180664,0.002852916717529297,0.4444444444444445
6,KNN,0.1,0.00013208389282226562,0.00046896934509277344,0.31438127090301
6,BC,0.1,0.0005028247833251953,0.0005788803100585938,0.4579710144927537
6,LR,0.2,0.0031690597534179688,4.601478576660156e-05,0.44575163398692813
6,SVM,0.2,0.0004849433898925781,6.794929504394531e-05,0.5555555555555556
6,MNB,0.2,0.0002849102020263672,3.814697265625e-05,0.43472222222222223
6,DT,0.2,0.0002319812774658203,6.389617919921875e-05,0.5
6,RF,0.2,0.037431955337524414,0.0027451515197753906,0.5083333333333334
6,KNN,0.2,0.0001289844512939453,0.0004780292510986328,0.33333333333333337
6,BC,0.2,0.0005500316619873047,0.0006308555603027344,0.4077380952380953
6,LR,0.3,0.005033016204833984,3.6716461181640625e-05,1.0
6,SVM,0.3,0.0005559921264648438,7.796287536621094e-05,1.0
6,MNB,0.3,0.0002868175506591797,3.886222839355469e-05,1.0
6,DT,0.3,0.00020599365234375,6.103515625e-05,1.0
