epoch,score,loss,model,run
1.0,0.903072625698324,0.242401128870917,Born,0
2.0,0.9162011173184358,0.2013718007959546,Born,0
3.0,0.924022346368715,0.17958236270739547,Born,0
4.0,0.9340782122905028,0.1652879542304318,Born,0
5.0,0.9396648044692737,0.1538093901339152,Born,0
6.0,0.9488826815642458,0.14359532180573784,Born,0
7.0,0.9541899441340782,0.13438699458644224,Born,0
8.0,0.958659217877095,0.1257709917034431,Born,0
9.0,0.9606145251396648,0.11744373998864986,Born,0
10.0,0.9645251396648045,0.10963936944113047,Born,0
11.0,0.9664804469273743,0.10301979665525116,Born,0
12.0,0.9681564245810056,0.1005733451123647,Born,0
13.0,0.9675977653631285,0.09715647340610364,Born,0
14.0,0.9684357541899441,0.09629614711739157,Born,0
15.0,0.9695530726256983,0.09474622004826123,Born,0
16.0,0.9678770949720671,0.09414903823216558,Born,0
17.0,0.9681564245810056,0.09422264860493906,Born,0
18.0,0.9692737430167597,0.09243109617286502,Born,0
19.0,0.9695530726256983,0.09223356223504746,Born,0
20.0,0.9701117318435755,0.09169161205078533,Born,0
21.0,0.970391061452514,0.09151259012367349,Born,0
22.0,0.9692737430167597,0.09013005453031675,Born,0
23.0,0.9706703910614525,0.09014927015095282,Born,0
24.0,0.9706703910614525,0.09016893479172894,Born,0
25.0,0.9701117318435755,0.08899346412088319,Born,0
26.0,0.9695530726256983,0.08885731668985644,Born,0
27.0,0.9689944134078212,0.08969393353223502,Born,0
28.0,0.9706703910614525,0.0880210646197516,Born,0
29.0,0.9715083798882681,0.08785736381496853,Born,0
30.0,0.9706703910614525,0.08777782231192816,Born,0
31.0,0.9698324022346368,0.0879988186951008,Born,0
32.0,0.970391061452514,0.08731648729898353,Born,0
33.0,0.9720670391061452,0.08625780027741796,Born,0
34.0,0.9720670391061452,0.08609103296375684,Born,0
35.0,0.9720670391061452,0.08606246564740215,Born,0
36.0,0.9709497206703911,0.08600035212601521,Born,0
37.0,0.9717877094972067,0.08591502826920118,Born,0
38.0,0.9720670391061452,0.08533429048226988,Born,0
39.0,0.9712290502793296,0.08596653257975122,Born,0
40.0,0.9723463687150838,0.08497750886431303,Born,0
